"","Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals","ph_new"
"1635","Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.29,"H20",NA,NA,NA,NA,NA,NA,38.4,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,10,20,6.29
"1636","Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.11,"H20",NA,NA,NA,NA,NA,NA,63.8,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,10,20,6.11
"1637","Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.61,"H20",NA,NA,NA,NA,NA,NA,36.4,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,9,4.61
"1638","Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.43,"H20",NA,NA,NA,NA,NA,NA,42.8,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,9,5.43
"1639","Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.13,"H20",NA,NA,NA,NA,NA,NA,50.6,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,9,5.13
"1640","Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.28,"H20",NA,NA,NA,NA,NA,NA,40.7,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,9,5.28
"1641","Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,9,15,4.7
"1642","Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.34,"H20",NA,NA,NA,NA,NA,NA,32.2,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,9,15,5.34
"1643","Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.38,"H20",NA,NA,NA,NA,NA,NA,52.9,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,9,15,4.38
"1644","Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.54,"H20",NA,NA,NA,NA,NA,NA,25.2,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,18,4.54
"1645","Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,3.94,"H20",NA,NA,NA,NA,NA,NA,48.8,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,18,3.94
"1646","Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.5,"H20",NA,NA,NA,NA,NA,NA,32.5,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,7,18,4.5
"1647","Kernecker1 3_FOR_UP_58","46_Kernecker2015","Kernecker1","3_FOR_UP_58","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.5,"H20",NA,NA,NA,NA,NA,NA,49.4,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,6,9,4.5
"1648","Kernecker1 3_FOR_UP_58","46_Kernecker2015","Kernecker1","3_FOR_UP_58","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.85,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,6,9,4.85
"1649","Kernecker1 3_FOR_UP_58","46_Kernecker2015","Kernecker1","3_FOR_UP_58","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.63,"H20",NA,NA,NA,NA,NA,NA,33.5,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,6,9,4.63
"1650","Kernecker1 3_FOR_UP_59","46_Kernecker2015","Kernecker1","3_FOR_UP_59","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.01,"H20",NA,NA,NA,NA,NA,NA,56.8,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,12,4.01
"1651","Kernecker1 3_FOR_UP_59","46_Kernecker2015","Kernecker1","3_FOR_UP_59","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.58,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,12,4.58
"1652","Kernecker1 3_FOR_UP_59","46_Kernecker2015","Kernecker1","3_FOR_UP_59","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.08,"H20",NA,NA,NA,NA,NA,NA,47.4,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,12,4.08
"1653","Kernecker1 3_FOR_UP_59","46_Kernecker2015","Kernecker1","3_FOR_UP_59","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.81,"H20",NA,NA,NA,NA,NA,NA,48.4,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,12,4.81
"1654","Kernecker1 3_FOR_UP_60","46_Kernecker2015","Kernecker1","3_FOR_UP_60","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.54,"H20",NA,NA,NA,NA,NA,NA,30.1,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,21,4.54
"1655","Kernecker1 3_FOR_UP_60","46_Kernecker2015","Kernecker1","3_FOR_UP_60","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.42,"H20",NA,NA,NA,NA,NA,NA,54.2,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,21,4.42
"1656","Kernecker1 3_FOR_UP_60","46_Kernecker2015","Kernecker1","3_FOR_UP_60","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.84,"H20",NA,NA,NA,NA,NA,NA,59.8,NA,NA,"Primary vegetation","Broadleaf deciduous forest",NA,NA,NA,NA,NA,8,21,4.84
"1657","bartz_earthworms CP","000_Bartz2014","bartz_earthworms","CP","Observation",-23.4,-51.3166667,688,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,4.5,"CaCl2",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Crop plantations","Unknown/Other",2,"Number of species","Coffea arabica L. cv. Mundo Novo",NA,NA,2,19,5.5
"1658","bartz_earthworms NF","000_Bartz2014","bartz_earthworms","NF","Observation",-23.4,-51.3166667,699,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,4.2,"CaCl2",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Primary vegetation","Broadleaf evergreen forest",5,"Number of species","Mixed ombrophlilous secondary forest",NA,NA,5,69,5.2
"1659","bartz_earthworms NT","000_Bartz2014","bartz_earthworms","NT","Observation",-23.38,-51.35795,675,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,5.5,"CaCl2",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Arable","Cropland",6,"Number of species","No-tillage with crop rotation (soybean, corn, wheat, oats)",NA,NA,7,66,6.5
"1660","bartz_earthworms PA","000_Bartz2014","bartz_earthworms","PA","Observation",-23.4,-51.3,666,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,5.4,"CaCl2",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Pasture","Herbaceous",7,"Number of species","Brachiaria sp.",NA,NA,8,525,6.4
"1661","bartz_earthworms SNT","000_Bartz2014","bartz_earthworms","SNT","Observation",-23.4,-51.3166667,700,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,6.6,"CaCl2",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Arable","Cropland",3,"Number of species","No-tillage with crop succession (coybean, corn, wheat)",NA,NA,3,64,7.6
"1662","burtis_earthworms Adirondack_1","493_Burtis2014","burtis_earthworms","Adirondack_1","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,4,10,NA
"1663","burtis_earthworms Adirondack_2","493_Burtis2014","burtis_earthworms","Adirondack_2","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,15,NA
"1664","burtis_earthworms Adirondack_3","493_Burtis2014","burtis_earthworms","Adirondack_3","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,3,11,NA
"1665","burtis_earthworms Adirondack_4","493_Burtis2014","burtis_earthworms","Adirondack_4","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,15,NA
"1666","burtis_earthworms Adirondack_5","493_Burtis2014","burtis_earthworms","Adirondack_5","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,2,22,NA
"1667","burtis_earthworms Adirondack_6","493_Burtis2014","burtis_earthworms","Adirondack_6","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,3,17,NA
"1668","burtis_earthworms Adirondack_7","493_Burtis2014","burtis_earthworms","Adirondack_7","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,26,NA
"1669","burtis_earthworms Adirondack_8","493_Burtis2014","burtis_earthworms","Adirondack_8","Observation",43.766144,-74.701133,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Number of species",NA,NA,NA,1,10,NA
"1670","burtis_earthworms Arnot1_1","493_Burtis2014","burtis_earthworms","Arnot1_1","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Number of species",NA,NA,NA,4,17,NA
"1671","burtis_earthworms Arnot1_2","493_Burtis2014","burtis_earthworms","Arnot1_2","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,1,11,NA
"1672","burtis_earthworms Arnot1_3","493_Burtis2014","burtis_earthworms","Arnot1_3","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,14,NA
"1673","burtis_earthworms Arnot1_4","493_Burtis2014","burtis_earthworms","Arnot1_4","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Number of species",NA,NA,NA,4,25,NA
"1674","burtis_earthworms Arnot1_5","493_Burtis2014","burtis_earthworms","Arnot1_5","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,21,NA
"1675","burtis_earthworms Arnot1_6","493_Burtis2014","burtis_earthworms","Arnot1_6","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,17,NA
"1676","burtis_earthworms Arnot1_7","493_Burtis2014","burtis_earthworms","Arnot1_7","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,37,NA
"1677","burtis_earthworms Arnot1_8","493_Burtis2014","burtis_earthworms","Arnot1_8","Observation",42.278814,-76.637039,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,10,NA
"1678","burtis_earthworms Arnot2_2","493_Burtis2014","burtis_earthworms","Arnot2_2","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,3,25,NA
"1679","burtis_earthworms Arnot2_3","493_Burtis2014","burtis_earthworms","Arnot2_3","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,4,22,NA
"1680","burtis_earthworms Arnot2_4","493_Burtis2014","burtis_earthworms","Arnot2_4","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,23,NA
"1681","burtis_earthworms Arnot2_5","493_Burtis2014","burtis_earthworms","Arnot2_5","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,3,16,NA
"1682","burtis_earthworms Arnot2_6","493_Burtis2014","burtis_earthworms","Arnot2_6","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,8,NA
"1683","burtis_earthworms Arnot2_7","493_Burtis2014","burtis_earthworms","Arnot2_7","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,2,10,NA
"1684","burtis_earthworms Arnot2_8","493_Burtis2014","burtis_earthworms","Arnot2_8","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Number of species",NA,NA,NA,2,12,NA
"1685","burtis_earthworms Arnot2_9","493_Burtis2014","burtis_earthworms","Arnot2_9","Observation",42.282733,-76.634747,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,1,4,NA
"1686","burtis_earthworms Hammond_1","493_Burtis2014","burtis_earthworms","Hammond_1","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,17,NA
"1687","burtis_earthworms Hammond_2","493_Burtis2014","burtis_earthworms","Hammond_2","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,3,8,NA
"1688","burtis_earthworms Hammond_3","493_Burtis2014","burtis_earthworms","Hammond_3","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,2,31,NA
"1689","burtis_earthworms Hammond_4","493_Burtis2014","burtis_earthworms","Hammond_4","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Number of species",NA,NA,NA,3,22,NA
"1690","burtis_earthworms Hammond_5","493_Burtis2014","burtis_earthworms","Hammond_5","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,21,NA
"1691","burtis_earthworms Hammond_6","493_Burtis2014","burtis_earthworms","Hammond_6","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,2,18,NA
"1692","burtis_earthworms Hammond_7","493_Burtis2014","burtis_earthworms","Hammond_7","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,18,NA
"1693","burtis_earthworms Hammond_8","493_Burtis2014","burtis_earthworms","Hammond_8","Observation",42.4425,-76.3025,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Number of species",NA,NA,NA,4,26,NA
"1694","burtis_earthworms Ringwood_1","493_Burtis2014","burtis_earthworms","Ringwood_1","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Number of species",NA,NA,NA,5,29,NA
"1695","burtis_earthworms Ringwood_2","493_Burtis2014","burtis_earthworms","Ringwood_2","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Number of species",NA,NA,NA,4,11,NA
"1696","burtis_earthworms Ringwood_3","493_Burtis2014","burtis_earthworms","Ringwood_3","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,2,12,NA
"1697","burtis_earthworms Ringwood_4","493_Burtis2014","burtis_earthworms","Ringwood_4","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,4,18,NA
"1698","burtis_earthworms Ringwood_5","493_Burtis2014","burtis_earthworms","Ringwood_5","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,19,NA
"1699","burtis_earthworms Ringwood_6","493_Burtis2014","burtis_earthworms","Ringwood_6","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Number of species",NA,NA,NA,3,12,NA
"1700","burtis_earthworms Ringwood_7","493_Burtis2014","burtis_earthworms","Ringwood_7","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,3,27,NA
"1701","burtis_earthworms Ringwood_8","493_Burtis2014","burtis_earthworms","Ringwood_8","Observation",42.450994,-76.368267,NA,"United States",10,2012,10,2012,"Liquid extraction (e.g. Mustard)",2500,"cm2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Number of species",NA,NA,NA,3,15,NA
"1702","Finland EPO_10Margin","4643_Nieminen2011","Finland","EPO_10Margin","Observation",62.96281485,22.53166236,NA,"Finland",10,2004,10,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,39.3,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",62.35733333,"g/m2",4,96.000000003,NA
"1703","Finland EPO_1Field","4643_Nieminen2011","Finland","EPO_1Field","Observation",62.93508393,22.48362422,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.52,"H20",3.57,NA,13.22222222,9,54.6,36.4,46.6,NA,NA,"Pasture","Herbaceous",3,"Number of species","Grass",115.2773333,"g/m2",3,93.33333333,5.52
"1704","Finland EPO_1Margin","4643_Nieminen2011","Finland","EPO_1Margin","Observation",62.93545069,22.48076637,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,"Secondary vegetation","Herbaceous",6,"Number of species","Field margin - no trees",94.99866667,"g/m2",6,193.3333333,NA
"1705","Finland EPO_2Field","4643_Nieminen2011","Finland","EPO_2Field","Observation",62.93347901,22.48150493,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,4.55,"H20",6.52,NA,15.1627907,25.1,46.3,28.6,48.9,NA,NA,"Pasture","Herbaceous",2,"Number of species","Grass",32.952,"g/m2",2,23.999999997,4.55
"1706","Finland EPO_2Margin","4643_Nieminen2011","Finland","EPO_2Margin","Observation",62.93332733,22.48210039,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",345.852,"g/m2",4,193.333333367,NA
"1707","Finland EPO_4Field","4643_Nieminen2011","Finland","EPO_4Field","Observation",62.92655374,22.4841717,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.03,"H20",3.65,NA,12.5862069,50,30.5,19.5,47,NA,NA,"Pasture","Herbaceous",2,"Number of species","Grass",16.93866667,"g/m2",2,16.000000003,5.03
