"Study_site","file.x","Study_ID","Site_Name.x","SpeciesBinomial","MorphospeciesID","Genus","Family","LifeStage","Native.Nonnative","Functional_Type","Abundance","Abundance_Unit","WetBiomass","WetBiomassUnits","file.y","Study_Name","Site_Name.y","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Wu_Pheretima 46","000_Wu2017","Wu_Pheretima","46","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",15,"Individuals per m47",NA,NA,"000_Wu2017","Wu_Pheretima","46","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-grassland",NA,NA,1,15
"Wu_Pheretima 47","000_Wu2017","Wu_Pheretima","47","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m48",NA,NA,"000_Wu2017","Wu_Pheretima","47","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-grassland",NA,NA,1,0
"Wu_Pheretima 48","000_Wu2017","Wu_Pheretima","48","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m49",NA,NA,"000_Wu2017","Wu_Pheretima","48","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,"Pasture","Herbaceous with spare tree/shrub",NA,NA,"grazing-grass+tree (Salix cupularis Rehd.)",NA,NA,1,0
"Wu_Pheretima 49","000_Wu2017","Wu_Pheretima","49","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",5,"Individuals per m50",NA,NA,"000_Wu2017","Wu_Pheretima","49","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,"Pasture","Herbaceous with spare tree/shrub",NA,NA,"grazing-grass+tree (Salix cupularis Rehd.)",NA,NA,1,5
"Wu_Pheretima 5","000_Wu2017","Wu_Pheretima","5","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",10,"Individuals per m6",NA,NA,"000_Wu2017","Wu_Pheretima","5","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,10
"Wu_Pheretima 50","000_Wu2017","Wu_Pheretima","50","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",10,"Individuals per m51",NA,NA,"000_Wu2017","Wu_Pheretima","50","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,"Pasture","Herbaceous with spare tree/shrub",NA,NA,"grazing-grass+tree (Salix cupularis Rehd.)",NA,NA,1,10
"Wu_Pheretima 51","000_Wu2017","Wu_Pheretima","51","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",5,"Individuals per m52",NA,NA,"000_Wu2017","Wu_Pheretima","51","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,"Pasture","Herbaceous with spare tree/shrub",NA,NA,"grazing-grass+tree (Salix cupularis Rehd.)",NA,NA,1,5
"Wu_Pheretima 52","000_Wu2017","Wu_Pheretima","52","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m53",NA,NA,"000_Wu2017","Wu_Pheretima","52","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 53","000_Wu2017","Wu_Pheretima","53","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m54",NA,NA,"000_Wu2017","Wu_Pheretima","53","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 54","000_Wu2017","Wu_Pheretima","54","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m55",NA,NA,"000_Wu2017","Wu_Pheretima","54","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 55","000_Wu2017","Wu_Pheretima","55","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m56",NA,NA,"000_Wu2017","Wu_Pheretima","55","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 56","000_Wu2017","Wu_Pheretima","56","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m57",NA,NA,"000_Wu2017","Wu_Pheretima","56","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 57","000_Wu2017","Wu_Pheretima","57","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m58",NA,NA,"000_Wu2017","Wu_Pheretima","57","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 58","000_Wu2017","Wu_Pheretima","58","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m59",NA,NA,"000_Wu2017","Wu_Pheretima","58","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 59","000_Wu2017","Wu_Pheretima","59","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m60",NA,NA,"000_Wu2017","Wu_Pheretima","59","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,"Pasture","Wetland",NA,NA,"grazing-peatland",NA,NA,1,0
"Wu_Pheretima 6","000_Wu2017","Wu_Pheretima","6","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",31,"Individuals per m7",NA,NA,"000_Wu2017","Wu_Pheretima","6","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,31
"Wu_Pheretima 60","000_Wu2017","Wu_Pheretima","60","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",25,"Individuals per m61",NA,NA,"000_Wu2017","Wu_Pheretima","60","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,25
"Wu_Pheretima 61","000_Wu2017","Wu_Pheretima","61","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",10,"Individuals per m62",NA,NA,"000_Wu2017","Wu_Pheretima","61","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,10
"Wu_Pheretima 62","000_Wu2017","Wu_Pheretima","62","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",15,"Individuals per m63",NA,NA,"000_Wu2017","Wu_Pheretima","62","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,15
"Wu_Pheretima 63","000_Wu2017","Wu_Pheretima","63","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m64",NA,NA,"000_Wu2017","Wu_Pheretima","63","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,0
"Wu_Pheretima 64","000_Wu2017","Wu_Pheretima","64","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m65",NA,NA,"000_Wu2017","Wu_Pheretima","64","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,0
"Wu_Pheretima 65","000_Wu2017","Wu_Pheretima","65","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",25,"Individuals per m66",NA,NA,"000_Wu2017","Wu_Pheretima","65","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,25
"Wu_Pheretima 66","000_Wu2017","Wu_Pheretima","66","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",0,"Individuals per m67",NA,NA,"000_Wu2017","Wu_Pheretima","66","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,0
"Wu_Pheretima 67","000_Wu2017","Wu_Pheretima","67","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",10,"Individuals per m68",NA,NA,"000_Wu2017","Wu_Pheretima","67","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,10
"Wu_Pheretima 7","000_Wu2017","Wu_Pheretima","7","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",5,"Individuals per m8",NA,NA,"000_Wu2017","Wu_Pheretima","7","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,5
"Wu_Pheretima 8","000_Wu2017","Wu_Pheretima","8","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",15,"Individuals per m9",NA,NA,"000_Wu2017","Wu_Pheretima","8","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,15
"Wu_Pheretima 9","000_Wu2017","Wu_Pheretima","9","Pheretima aspergillum",NA,"Pheretima","Megascolecidae","Unknown","Non-native","Anecic",25,"Individuals per m10",NA,NA,"000_Wu2017","Wu_Pheretima","9","Observational",32.8,102.55,3500,"China",8,2015,8,2015,"Octet Method (electric shock)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,"Pasture","Herbaceous",NA,NA,"grazing-meadow",NA,NA,1,25
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.12,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Adult","Non-native",NA,NA,NA,0.26,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Juvenile","Non-native",NA,NA,NA,8.066,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Lumbricus",NA,"Lumbricus","Lumbricidae","Juvenile","Non-native",NA,NA,NA,13.02,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Octolasion",NA,"Octolasion","Lumbricidae","Juvenile","Non-native",NA,NA,NA,0.95,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Juvenile","Non-native",NA,NA,NA,0.06,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_deer_2011","430_Dobson2015","Dobson_2011","BOB_deer_2011","Lumbricus terrestris",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,25.24,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Octolasion tyrtaeum",NA,"Octolasion","Lumbricidae","Adult","Non-native",NA,NA,NA,0.4,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Aporrectodea calignosa",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.54,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Adult","Non-native",NA,NA,NA,0.2,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Juvenile","Non-native",NA,NA,NA,5.06,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Lumbricus",NA,"Lumbricus","Lumbricidae","Juvenile","Non-native",NA,NA,NA,19.72,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Lumbricus rubellus",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,1.18,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Octolasion cyaneum",NA,"Octolasion","Lumbricidae","Adult","Non-native",NA,NA,NA,0.28,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Lumbricus terrestris",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,10.6,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Octolasion",NA,"Octolasion","Lumbricidae","Juvenile","Non-native",NA,NA,NA,0.46,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 BOB_nodeer_2011","430_Dobson2015","Dobson_2011","BOB_nodeer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Juvenile","Non-native",NA,NA,NA,0.02,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.94,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Aporrectodea calignosa",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.92,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Adult","Non-native",NA,NA,NA,0.58,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Lumbricus",NA,"Lumbricus","Lumbricidae","Juvenile","Non-native",NA,NA,NA,3.34,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Juvenile","Non-native",NA,NA,NA,56.64,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Dendrobaena",NA,"Dendrobaena","Lumbricidae","Juvenile","Non-native",NA,NA,NA,0.14,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Aporrectodea tuberculata",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,8.76,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_deer_2011","430_Dobson2015","Dobson_2011","CON_deer_2011","Lumbricus rubellus",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,2,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.5,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Aporrectodea calignosa",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,5.46,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Lumbricus",NA,"Lumbricus","Lumbricidae","Juvenile","Non-native",NA,NA,NA,21.44,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Aporrectodea trapezoids",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,2.3,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Aporrectodea",NA,"Aporrectodea","Lumbricidae","Juvenile","Non-native",NA,NA,NA,63.91,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Lumbricus rubellus",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,2.1,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Lumbricus terrestris",NA,"Lumbricus","Lumbricidae","Adult","Non-native",NA,NA,NA,5.8,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobson_2011 CON_nodeer_2011","430_Dobson2015","Dobson_2011","CON_nodeer_2011","Aporrectodea tuberculata",NA,"Aporrectodea","Lumbricidae","Adult","Non-native",NA,NA,NA,0.84,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
